"household.id","sex.ref.person","income.class","region","race.ref.person","family.type","income.rank","population.size","home.type","food","housing","apparel","transportation","healthcare","entertainment","education"
2479172,"male","$50K-$69,999","West","white","one parent, male, at least one child under 18 years old",NA,"1.2-4 million","single family detached",1405,6915,700,220,0,575,0
2479352,"female","$50K-$69,999","South","white","Husband and wife only",0.6513,"125-329 thousand","single family detached",1469,3650,19,668,1555.4,591,0
2479532,"female","$5K-$9,999","South","white","other household",0.0832,"less than 125 thousand","single family detached",910,1145,0,1420,349.2,138,0
2479704,"male","$70K+","Midwest","white","one parent, male, at least one child under 18 years old",0.8119,"less than 125 thousand","single family detached",2080,3584,0,2048,469,339,2500
2479705,"male","$70K+","Midwest","white","one parent, male, at least one child under 18 years old",0.7621,"less than 125 thousand","single family detached",2600,1431,728,2801,1353,322,0
2479812,"female","$70K+","South","white","one parent, female, at least one child under 18 years old",0.7677,"4 million+","single family detached",7493,10148,1020,1581,309,3309,65
2480022,"male","$10K-$14,999","Northeast","white","single person",0.1574,"4 million+","apartment or flat",585,1365,125,0,1009.2,0,0
2480152,"male","$70K+","West","white","single person",0.761,"4 million+","3-plex or 4-plex",3138,3170,768,3944,0,2545,0
2480272,"female","$15K-$19,999","Northeast","multi-race","one parent, female, at least one child under 18 years old",0.1826,"4 million+","single family detached",2145,3527,400,60,-218,511,0
2480392,"male","$10K-$14,999","South","white","single person",0.1294,"125-329 thousand","single family detached",910,1516.75,21,380,0,0,0
2480473,"male","$70K+","South","white","H/W, own children only, oldest child over 17 years old",0.7945,"1.2-4 million","single family detached",3120,4609,40,4705,0,156,0
2480482,"male","$70K+","Midwest","asian","H/W, own children only, oldest child 6-17 years old",0.8889,"125-329 thousand","single family detached",3595,5670,2277,2236,520,335,0
2480672,"male","$30K-$39,999","South","white","H/W, own children only, oldest child 6-17 years old",0.4002,".33-1.19 million","single family detached",1690,2482,0,1112,505,525,0
2480792,"male","$20K-$29,999","Midwest","white","Husband and wife only",NA,"less than 125 thousand","single family detached",975,1753,0,180,758.4,135,0
2480992,"male","$50K-$69,999","South","white","single person",0.5904,"4 million+","high-rise",1040,8081,300,0,451,393,0
2481122,"female","$50K-$69,999","Midwest","white","Other H/W household",0.6816,"125-329 thousand","single family detached",1033,3070,0,1107,1693.2,459,0
2481252,"female","$70K+","Northeast","white","other household",0.8951,"125-329 thousand","single family detached",1980,5526,823,2655,911,1210,175
2481362,"female","<$5K","South","white","H/W, own children only, oldest child under 6 years old",0.0297,"125-329 thousand","single family detached",710,3448,154,817,233,494,2665
2481482,"male","$70K+","Northeast","white","Husband and wife only",0.7874,"less than 125 thousand","single family detached",1700,2259,124,17470,1122,345,0
2481565,"male","<$5K","Midwest","white","single person",0.0195,"125-329 thousand","apartment or flat",1980,594,253,500,350,650,0
2481612,"male","$70K+","West","white","other household",0.7729,"1.2-4 million","single family detached",2210,1679,25,1520,366,309,0
2481725,"female","$5K-$9,999","Midwest","white","single person",0.0442,"less than 125 thousand","duplex",585,963,94,120,0,72,0
2481882,"male","$30K-$39,999","South","white","H/W, own children only, oldest child over 17 years old",0.446,"125-329 thousand","single family detached",3250,2403,35,300,867.6,207,0
2482002,"female","$40K-$49,999","South","white","Husband and wife only",0.5101,"less than 125 thousand","single family detached",2340,1904.5,735,20757,0,520,0
2482162,"male","$70K+","West","white","H/W, own children only, oldest child 6-17 years old",0.7618,"1.2-4 million","single family detached",3250,5461,310,3482,550,1260,0
2482252,"male","$5K-$9,999","Midwest","white","single person",0.0634,"125-329 thousand","apartment or flat",585,737,20,0,0,0,350
2482265,"female","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.884,"125-329 thousand","apartment or flat",2843,6229,575,1008,774,1938,40
2482392,"female","$10K-$14,999","West","white","H/W, own children only, oldest child 6-17 years old",0.1214,"125-329 thousand","single family detached",1834,3225,50,1566,0,390,0
2482512,"male","$50K-$69,999","South","white","Husband and wife only",0.6268,".33-1.19 million","single family detached",2340,265,305,0,0,0,0
2482662,"male","$10K-$14,999","Midwest","white","single person",0.1201,"less than 125 thousand","duplex",546,1086,96,346,0,40,5200
2482812,"female","$20K-$29,999","Midwest","white","single person",0.2721,"125-329 thousand","single family detached",832,1303,142,943,252,92,0
2482992,"female","<$5K","Midwest","black","single person",NA,"125-329 thousand","apartment or flat",1170,2565,125,1583,50,470,0
2483013,"male","$70K+","West","white","single person",0.6875,"1.2-4 million","mobile home or trailer",715,750,11,1710,0,0,0
2483142,"male","$70K+","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.8334,"125-329 thousand","single family detached",1488,2594,324,1443,500,538,0
2483322,"female","$30K-$39,999","South","white","other household",0.4392,"125-329 thousand","apartment or flat",1235,2856,37,439,2031,147,0
2483502,"male","$30K-$39,999","South","white","other household",0.4103,"125-329 thousand","apartment or flat",1950,3405,485,1524,0,490,275
2483622,"female","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",0.6515,"1.2-4 million","single family detached",2029,6166,330,1854,678,1446,4000
2483852,"female","$20K-$29,999","West","white","Husband and wife only",0.2717,"less than 125 thousand","single family detached",1300,1083,0,440,9680.4,204,0
2484102,"female","$70K+","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.8778,"1.2-4 million","single family detached",2265,3280,1159,1333,1931,3108,0
2484125,"male","$70K+","Midwest","white","H/W, own children only, oldest child over 17 years old",0.9606,"4 million+","single family detached",4142,28537,400,10548,810,240,2000
2484372,"male","$70K+","West","white","Husband and wife only",0.9941,"1.2-4 million","single family detached",2701,8373.5,900,1795,1260,883,0
2484542,"male","$40K-$49,999","Northeast","white","H/W, own children only, oldest child 6-17 years old",NA,"125-329 thousand","single family detached",2080,4607,500,650,84,550,0
2484662,"male","$70K+","West","white","H/W, own children only, oldest child under 6 years old",0.78,"4 million+","single family detached",2642,7300,458,2703,694,1400,0
2484792,"male","$70K+","South","white","H/W, own children only, oldest child under 6 years old",NA,"125-329 thousand","single family detached",1885,7443,0,1162,400,383,0
2484982,"female","$10K-$14,999","Midwest","white","H/W, own children only, oldest child under 6 years old",0.1426,"less than 125 thousand","end row or end townhouse",1235,4431,220,465,328,181,0
2485142,"female","$50K-$69,999","West","white","single person",0.6325,"1.2-4 million","single family detached",1430,2280,219,2261,586,357,0
2485262,"female","$20K-$29,999","Midwest","white","single person",0.2348,"1.2-4 million","single family detached",1056,929,51,150,548.2,84,0
2485313,"female","$10K-$14,999","Midwest","white","single person",0.1171,"less than 125 thousand","dormitory",715,779,182,560,0,407,4125
2485432,"female","$50K-$69,999","Midwest","white","other household",0.2592,"less than 125 thousand","single family detached",650,2536,0,430,1342.2,70,0
2485602,"male","$70K+","West","white","H/W, own children only, oldest child over 17 years old",0.9965,"4 million+","single family detached",6700,21641,3375,7626,463.2,3033,3400
2485772,"female","$30K-$39,999","Northeast","native american","H/W, own children only, oldest child over 17 years old",0.4532,"4 million+","apartment or flat",2775,3937,424,3748,640,598,0
2485925,"male","$30K-$39,999","Midwest","white","single person",0.4396,"1.2-4 million","single family detached",715,5344,284,1220,390,675,0
2485982,"male","<$5K","South","white","one parent, male, at least one child under 18 years old",0.023,"4 million+","apartment or flat",650,1665,175,105,0,195,0
2486112,"male","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",NA,".33-1.19 million","single family detached",4150,4090,320,906,560,5017,0
2486282,"male","$70K+","West","white","Husband and wife only",0.7288,"less than 125 thousand","single family detached",2340,1270,440,1257,2500,315,0
2486375,"female","$70K+","South","white","one parent, female, at least one child under 18 years old",0.8135,"1.2-4 million","single family detached",1170,3615,2150,535,250,450,0
2486464,"male","$30K-$39,999","South","white","other household",0.3558,"less than 125 thousand","single family detached",1365,1118,50,1798,0,77,0
2486465,"male","$30K-$39,999","South","white","other household",0.3583,"less than 125 thousand","single family detached",1300,1914,70,2355,586,141,0
2486682,"female","$30K-$39,999","Midwest","white","other household",0.3851,"125-329 thousand","single family detached",650,3200,130,713,462,547,0
2486882,"female","$50K-$69,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.5814,"less than 125 thousand","mobile home or trailer",2790,1548,904,1310,267,270,0
2486952,"male","$30K-$39,999","West","white","single person",0.4418,"125-329 thousand","single family detached",455,925.25,100,614,574.2,159,0
2487142,"male","<$5K","Northeast","asian","Husband and wife only",NA,"4 million+","garden",2185,5611,470,1031,0,148,100
2487235,"female","<$5K","South","white","single person",0.0162,"1.2-4 million","3-plex or 4-plex",780,1394,0,3050,180,0,0
2487322,"male","$5K-$9,999","West","white","single person",0.0674,"4 million+","apartment or flat",1405,3332,88,871,0,345,0
2487472,"male","$20K-$29,999","Midwest","white","Husband and wife only",0.2362,"1.2-4 million","single family detached",1300,932,0,308,536,0,0
2487722,"female","$20K-$29,999","South","white","Husband and wife only",0.3103,"1.2-4 million","apartment or flat",806,1261,311,741,1489.4,242,0
2487793,"female","$10K-$14,999","Northeast","white","single person",NA,"4 million+","duplex",975,1963,164,75,0,161,313
2487862,"male","$30K-$39,999","West","asian","single person",0.3455,"1.2-4 million","single family detached",1140,6555,0,867,140,105,0
2488062,"male","$5K-$9,999","South","white","single person",0.0739,"1.2-4 million","apartment or flat",325,588,24,90,7,20,0
2488212,"male","$15K-$19,999","South","black","other household",0.2145,"1.2-4 million","single family detached",1300,5856,0,0,1325.2,423,0
2488304,"male","$5K-$9,999","Midwest","white","single person",0.0752,"less than 125 thousand","dormitory",130,0,11,280,0,5,0
2488453,"male","<$5K","Northeast","white","single person",0.0284,".33-1.19 million","duplex",758,403,0,1085,0,242,22420
2488623,"female","$20K-$29,999","Midwest","white","other household",0.3376,"1.2-4 million","single family detached",1071,1964,0,230,686.4,225,0
2488632,"female","$50K-$69,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",NA,"125-329 thousand","single family detached",2340,4619,0,1125,2000,390,0
2488782,"female","$50K-$69,999","West","white","Husband and wife only",0.6454,"125-329 thousand","single family detached",1638,3976.25,331,1276,208,1595,0
2488902,"female","$40K-$49,999","South","white","Other H/W household",0.2697,"1.2-4 million","single family detached",936,1820.5,0,731,896.4,495,0
2489022,"male","$20K-$29,999","South","white","other household",0.2902,"1.2-4 million","apartment or flat",1349,1708,150,120,292.7,390,0
2489242,"female","<$5K","Northeast","black","other household",0.0131,"4 million+","single family detached",3900,1297.5,0,120,0,120,0
2489342,"female","$70K+","Midwest","black","other household",0.9431,"1.2-4 million","duplex",3250,5952,138,0,1058.1,92,0
2489572,"female","$20K-$29,999","West","white","single person",0.2931,"1.2-4 million","duplex",1040,4745,70,648,54,724,0
2489732,"female","$50K-$69,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.5546,"less than 125 thousand","single family detached",2219,2809,162,656,3302,625,15
2489834,"female","$10K-$14,999","West","white","single person",0.1444,"1.2-4 million","row or townhouse inner unit",2152,1993,0,420,0,200,0
2489882,"male","$70K+","South","white","H/W, own children only, oldest child under 6 years old",NA,"1.2-4 million","single family detached",650,5935,75,900,0,255,0
2490012,"female","$70K+","West","white","H/W, own children only, oldest child 6-17 years old",0.5087,"1.2-4 million","single family detached",2054,4358,579,930,0,352,0
